waktu,username,teks_bersih,kategori_isu,urgensi,sentimen,lokasi_insiden
18h,@MENUJU_2029,Indonesia_Baru Sulteng harus bangkit! putus sekolah Tantangan geografis bukan alasan untuk menyerah pada pendidikan. Mari kawal digitalisasi desa dan pembangunan sekolah di pelosok agar angka 1.0,Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
18h,@Baihaqy1793,Baihaqy Oren bogor pada gt? Hahahahhaa 1.0 putus sekolah,Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
19h,@Kossonng,Nama tidack boleh Gw nanya apa dijawab apa.. jawab dulu pertanyaan gw! Atau emang gini semua penduduk provinsi dengan tingkat tertinggi di Indonesia.. paraaahh 1.8K 7.0 putus sekolah,Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
19h,@Kossonng,Nama tidack boleh Jangan2 lw termasuk yg yak? 1.0 putus sekolah,Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
19h,@fairyYOONSU,☾ Caleb gapapa gua mending thur putus sekolah,Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
20h,@hsnsh_1997,"Portal Update Problem akses pendidikan dan risiko .
 .
Dilan Mark Sedih Come Over Nangis Peluk Lazada 4.4 Sale putus sekolah",Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
22h,@Kossonng,"Nama tidack boleh Kalau ngebahas sesuatu selalu keluar konteks, padahal KJP program bagus untuk mengurangi angka .. nggak kaya daerah lw provinsi dengan tingkat 1.0 putus sekolah",Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
22h,@lily_daisy_rose,"iaaa my tetangga yang punya pemahaman kayak gini anaknya pasti banyak dan kebanyakan , kalo nggak mampu jangan terlalu maksain ya, jangan seneng ngelanjutin kemiskinan struktural putus sekolah",Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 3,@DgGuruEnglish,Catatan Daeng Sekolah rusak perbaiki? Mana... Malah bikin sekolah rakyat,Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 3,@chikaffection,"焚石 Nicha gue maklumin deh karena dia , semoga dia ga bikin ijz palsu aj 4.0 putus sekolah 1.0",Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 3,@IDNTimesBali,"IDN Times Bali di Karangasem, Siswa Sampai Pindah-Pindah Ruangan Sekolah Rusak",Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 3,@Artifisialism,"Artifisal Life Kemiskinan, jalan rusak, jawabannya MBGe sekolah rusak",Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 3,@ardianfadilah1,RM ArdianFadilah Contoh di sektor pendidikan kekurangan guru hampir disetiap sekolah pasti,Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 3,@Sungchnan,JSC. Panutan ngepunk soalnya Yenaa cnton . putus sekolah,Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 3,@KopiPait62,"Kopi Pait Anggaran buat:
- , ga ada.
- jalan-jalan rusak, ga ada.
- pengangkatan guru honorer, ga ada.
- kuliah gratis, ga ada.

Lalu mereka nyuruh rakyat taat bayar pajak. 

Bangsat sekali. sekolah rusak",Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 3,@JenTjhin,David Yoga Mahendra Aku scorpio memang cepat dewasa.umur 15 kabur ke bandung dari bali.nekad dan mencari makan menghidupi diri sendiri putus sekolah,Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 3,@absurdb0yz23,asta maklum lah jabar kan daerah dengan tingkat tertinggi 1.7K putus sekolah,Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 3,@seannaABC,"sean ABCD Scroll reels terus lewat klip KDM sama cewek smp yg trs malah dinikahin sama ortunya, lakinya gk kerja dan tinggal di rumah mertua. ortunya tolol bgt kl gk bisa sekolahin mending lu suruh kerja aja anjing marah bgt gw. Kesian bgt kamu dek putus sekolah",Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 2,@udangpepes,"Persetujuan Pusat Relate banget. Anak baru masuk tahun kmrn di negeri, tp bingung juga krn banget bagi kami, disaat ekonomi terpuruk. Alhamdulillah masih ada jalan dari Allah tanpa hutang spp mahal",Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 2,@iieeriii,"ieri ²²-¹²-⁶³ ᶻ 𝗓 𐰁 .ᐟ Habis scroll reels ada klip KDM smaa anah kecil cewek masih smp tapi MALAH DINIKAHIN. Cowoknya nggak kerja, tinggal rumah mertua terus ngapain dinikahin anjing mending suruh kerja aja. kocag bgt ortunya tolol putus sekolah",Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 2,@sicampretnim,"Putri ☆彡 udh ketauan sih bakal grade/ . murid gue aja BA RRQ cabut sekolah karena sekolah ga mau anaknya absen absenan trs, apalagi kurikulum IB, lebih lebih padet jadwalnya.. agak amaze jg bisa jd member jkt dan tetep sekolah lancar, mana sekolahnya di bekasi 1.0 putus sekolah",Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 2,@arbi7tamara,"arbi7tamara Pas empu nya rumah mau jual rumahnya. Si anak (masih SMP) terpaksa , Luntang Lantung ±2thn, gara2 ortu meninggal dan gak ninggalin apa2, bahkan ketika mereka sebenarnya punya uang yg cukup buat beli rumah kontrakannya tersebut. putus sekolah",Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 2,@nelaspunk,"juan manuel sanchez Program Sekolah Rakyat memberikan kesempatan pendidikan gratis dan berkualitas bagi anak-anak kurang mampu, mengurangi angka , serta mencetak generasi Bali yang cerdas, terampil, dan berkarakter. 1.0 putus sekolah",Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 2,@lovelylonelyna,"naraaaaajalahya (junkyu's gf) ""yang lapar, cari makan
sekolah yang rusak, perbaiki
jalan yang rusak perbaiki""

klo sistemnya yang rusak gmn pak?
yang kelaparan itu imbas dari kegagalan sistem ekonomi, diperbaiki bangunannya aja? sistem pendidikannya? kurikulumnya?
jalan rusak? ya okelah sekolah rusak",Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 2,@cheguefara8546,cheguefara Lha jalan rusak. pendidikan tidak berkembang itu harusmya jadi tugas pemerintah.( Presiden) kenapa nyinyir sama yang diskusi??? Jangan bebankan tugas pemerintah ke rakyat. Hadeeuh Sekolah rusak,Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 2,@opilpinjil,Apophis kade a dibales na ku data judol sareng s sekolah 1.1K 2.0 putu 3.0,Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 2,@Anwarbohebo,"Anwar Bohebolo Nah tuh berkat MBG anak² jadi pinter kan. Diterima di Universitas favorite. Tapi sesudah itu ya jd pengangguran ga bisa lanjutin, karna MBG nya anggarannya kegedean sampe ngambil anggaran pendidikan lainnya. putus sekolah 3.0",Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 2,@MasFey,Ferry Sekolah rusak perbaiki...eh dia malah dirikan sekolah baru..,Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 2,@pahhh0394,"Upii 1. Sejauh ini baik pas magang dan kerja orang-orang nya lumayan baik. Jadi walaupun bukan perusahaan gede nyaman nyaman aja
2. Daerah gua yang diujung dan kampung banget ada anak yang hampir sekarang kuliah di Harvard pake LPDP, the only one 1.0 putus sekolah",Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 2,@fllnstars,"Tarika ini benar gais. karna aku udh merasakan juga. literally suamiku itu waktu masih bujangan ga mau sering ngirimin uang ke ortunya karna dlu yah dia harus dan nyari duit sendiri, karna ortunya banyak anak dan ga bisa membiayain semua anaknya secara total. trus waktu(+) 1.0 putus sekolah 1.0",Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 2,@zjongc,j 𖤐 beda case tapi rada sejenis. dulu pas nunggu masuk kuliah sempet kerja sebulan di gerai parfum. ada cust ternyata ayah temenku pas smp. pas itu ngobrol dikiranya abis smp gw dan kemudian kerja. yang mana gw jg bingung kenapa bisa mikir sampe situ putus sekolah,Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 2,@sjwttt,"ser𓃹 pemerintah ini tuh emg selalu mikir solusi jangka pendek. laper kasih makan, gada BBM di ""libur""in, dikasih tv. solusi asbun yg dieksekusi lgsg kalo ada yg diuntungkan 1.0 kekurangan guru",Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 2,@fakeorgasmee,"? Kalau fisipol kiri semua didemolah karena kapitalisme itu, fisipol itukan isinya org-org buangan aja hanya aja cewenya cantik-cantik. Lebih liberal efisien gak didoktrin praktek dll ngapain bayar mahal sok-sok sibuk perubahan sosial gak datang dari laboratorium. 1.0 spp mahal 1.0",Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 2,@shoirer,shoi dump. Karena orang yang belum pernah disuruh sama ibunya sendiri dan disuruh ngemis-ngemis gak bakal ngerti how i can fix this ‘war’ 1.0 putus sekolah,Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 1,@DianAnggra27186,"Adin Jika aku menyerah dan memilih berbicara, keluarga ku hancur adikku , sakit dan aib yang besar.
Sungguh tak ada adilnya buatku keputusan yg sulit.Namun, saat aku benar benar ingin mengatakan nya tak satupun percaya
Apakah aku sekuat itu? Apakah ucapanku terdengar bias 1.0 putus sekolah",Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 1,@measyumna,"Sadiya Yumna 3 yang bungsu diadopsi org, aku sebagai sulung sedih kenapa aku gk dan bantu ortu besarin adik adik ku, tapi alhamdulillah ortu angkat adikku baik, dia bisa kuliah kedokteran, bisa umroh, hidup berkecukupan, dan di belum tau dia di adopsi putus sekolah 1.0",Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 1,@suryaitorus,"•suryabona• Anak berumur 13 sudah di paksa menikah, di Sekte Arab hal ini diperbolehkan dan Legal. Ini hanya satu dari banyak contoh, anak² yang , dan dieksploitasi dalam pernikahan, bahkan dengan kakek². Menjijikkan. putus sekolah 2.0",Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 1,@Annas_Cim,"Qyanqyun Subhanallah,,murid perhatian nya kekurangan guru 1.0",Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 1,@ANTARABengkulu,Antara Bengkulu Menteri Pemberdayaan Perempuan dan Perlindungan Anak (PPPA) Arifah Fauzi mengatakan masih banyak anak perempuan yang berhenti sekolah karena perkawinan anak maupun keterbatasan ekonomi.,Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 1,@escekeksakolaan,mang daim Termasuk dejerk jabar yg ada diprovinsi penyumbang paling ban yak tingkat putus sekolah tertinggi di indon. 1.0,Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 1,@piw_rami,seo #OFDO #LUAT Putus sekolah mua nge-punk 6.0,Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 1,@Kossonng,Nama tidack boleh Dikatain iq rendah gak terima tp kenyataan nya Jawa barat masuk provinsi tingkat putus sekolah tertinggi di Indonesia!! 1.0,Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 1,@Kossonng,"Nama tidack boleh Lw pikir Cikole, gunung puyuh nggak masuk wilayah Sukabumi? Dongo lw!! Pantesan Jawa barat mendapat predikat provinsi dengan tingkat tertinggi muridnya modelan kek lw semua anjeeng!! 1.0 putus sekolah",Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 1,@jakapujakesuma1,"𝕛𝕠𝕜𝕠𝕡𝕦𝕛𝕒𝕜𝕖𝕤𝕦𝕞𝕒 Anggaran 200T,  buat mobil2an..  Banyak ruang dan fasilitas seadanya. Jika dialihkan ke perbaikan kelas dan sekolah, berapa anak didik bisa lebih terdidik.. 2.0 sekolah rusak 1.0",Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 1,@boyoknangis,risa-! ihhh syg bgtt klo hrs 15K putus sekolah 65.0,Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 1,@elfi_kusuma,"Elfi Kusumaardhiati Gini. 1) Tujuan MBG kan stunting ya. Apakah kshmakan anak sekolah (SD oke lah) SMP & SMA, itu udah 'jauh' dari manfaat pemberantasan stunting. 2) Sasaran MBG kan sekolah. Apakah anak kurang gizi yg , juga dpt manfaatnya? Tentu tidak dong putus sekolah",Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 1,@anggmusk,ang Mirip sama tetanggaku kak skrng dah punya anak ujungnya ngurus anak 17K 1.0 putus sekolah 193.0,Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 1,@dosenkesmas,"MinDos 200T untuk kopdes merah putih yang sampai saat ini belum kelihatan hilalnya bakal kaya gimana?

Coba 200T nya kita alihkan untuk Kesehatan dan pendidikan:
- 1 juta sarjana baru untuk tiap keluarga kurang mampu tanpa beban utang
- Renovasi total 10.000 - 5000 3.1K 10.0 sekolah rusak 74.0",Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 1,@fairy_circles18,"☆chi☆ Ringan banget ngetik ""it's not that serious"" Disaat rakyat gaza susah payah berjuang antara hidup dan mati berjuang melawan pengeboman brutal, Anak kecil yang , bahkan ada mereka yang masih kelaparan atau mungkin mati karena lapar. Mati sisi manusiamu cuma buat idol. putus sekolah",Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 1,@daa_dena4,"Dena Daa Kalau ada dan guru kurang sejahtera, itu harus diperbaiki. Tapi bukan berarti program gizi anak dihentikan. Keduanya bisa dan harus berjalan bersamaan. sekolah rusak",Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 1,@0rang_Beruntung,"Ya..! : ngapain sih maksa mulu, gak ngaruh juga. Mama sama bapak dulu dua duanya kerja tapi kenyataannya tetep miskin sampe aku , sampe sekarang juga miskin tuh gak kaya. 1.0 putus sekolah",Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Mar 31,@dudubutedjo,"Micin Asia Pasti karyawannya gak punya murid, gak punya jam ngajar (yg di masa sekarang jam ngajar pada lebih dari 30), gak punya CCTV di ruang kelas dan di berbagai sudut sekolah, gak punya koreksian, gak punya timeline bimbingan lomba murid, dan gak punya alumni sukses. kekurangan guru 1.0",Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Mar 31,@Kossonng,"Nama tidack boleh Gembel makan aje masih pake garem LW sok2an mau ngasih duit, dasar penduduk provinsi dengan tingkat tertinggi pantesan otak lw bloon sekolah nggak selsai lw!! 2.0 putus sekolah",Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Mar 31,@starlosdt,"khai ✰ lapangan pekerjaan susah, banyak anak , kurs melemah, krisis bahan bakar AH MASIH AMAN ITU selama MBG tetep jalan putus sekolah",Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Mar 31,@zyoel12,zy putus sekolah 1.0 ??? lho tpi waktu live tiktok katanya dia masih sekolah 1.0,Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Mar 31,@Mashadi37659701,Ali Hadi Yang tolol lo setiap bulan pns ada yg pensiun terutama guru sekecamatan rata rata sebulan 2 kalo setaun 24 itu baru se kecamatan maka kalo negara tdk mengkat gantinya 24 itu baru guru blm yg lai kalo di total se Indonesia berapa? Ko tau sy kerjanya di pendidikan 1.0 kekurangan guru,Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Mar 31,@ade48892,"adeystic BREAKING: lebih dari 300 PUSAT KESEHATAN, 760 di Iran akibat serangan Amerika Serikat - Israel. SEKOLAH rusak",Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Mar 31,@idextratime,"Extra Time Indonesia BREAKING: lebih dari 300 PUSAT KESEHATAN, 760 di Iran akibat serangan Amerika Serikat - Israel. 11K 7.0 SEKOLAH rusak 454.0",Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Mar 31,@iHugsKseokjin,kalilà⁷ ketikan nya kaya ga pernah sekolah atau emang ? dongo putus sekolah,Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Mar 31,@viceoustie,kieca ۶ৎ | fb hah ? knp ga selesain sekolahnya dlu sih 1.0 putus sekolah 1.0,Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Mar 31,@Yingiest,"☆ Kalau kubilang Laskar Pelangi lebay gaksih, jujur waktu kecil sebelum nonton itu aku selalu penasaran sama bentukan sekolah yg (maaf) kurang secara fasilitas, terus penasaran juga karena banyak case temen pinter yg terpaksa . -c 1.0 putus sekolah",Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Mar 31,@Melody_doremi3,"Haruka Gue jijik searching lagu idol Lo si najis itu di yutub. Ogah tolongin nambah views. Makanya gue search di google tanpa sebut grup

2015 dan 2022 menurut Lo yg mana duluan anjing? Sekaum emg tololnya tuh kelewatan tolol. Mentang2 idol Lo , fansnya juga ikutan tolol putus sekolah",Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Mar 31,@serambinews,"Serambi Indonesia Proses Belajar di Bireuen Lancar, Mobiler Belum Tersedia

 Ia menyebutkan, banyak mobiler yang rusak dan belum tergantikan, sehingga sebagian siswa terpaksa belajar dengan duduk di lantai. Sekolah Rusak",Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Mar 31,@shytmysweetiess,"ecans Sekolah Islam terpadu, muridnya naik mobil, , gurunya underpaid, hari libur ttp kerja “ikhlas” klo ada kegiatan. Sama ikut partai haha 1.0 spp mahal",Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Mar 31,@lukmanpohan08,"lukman pohan Sekolah bang, biar bantu pemda jabar nurunin jumlah tertinggi. putus sekolah 1.0",Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Mar 31,@wh0isHanna,Hanna kyknya pressure ortunya jg deh. Soalnya balik dr universe aja dia sampe gelar fanmeet jir wkwkwkwkwk. denger2 demi si NWHI ini jg dia 3.1K 2.0 putus sekolah 46.0,Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Mar 31,@BANGSAygSUJUD,"B. Prasetya Oh ya kalo ada disekitar bapak ada anak2 atau keluarganya miskin ekstrem atau miskin masuk desil 1 dan 2 tolong koordinasikan dg desa dan dinas sosial agar anak2 itu bisa sekolah di Sekolah Rakyat

Tahun ajaran ini menerima 30.000 siswa di seluruh Indonesia 1.0 putus sekolah",Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Mar 31,@XRenSteve,"Steve Karna influencer tersebut marketnya kepada orang orang kaya 1% yang sekolah atau ngak masih punya backingan, kalau diterapin ke orang umum ya kacau jadinya contohnya bocil yg demi jualan produk & kelas tidak berguna putus sekolah 3.0",Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Mar 31,@bacapijar,sak mungkin cita cita michi sekolah 1.0 putus,Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Mar 31,@iKoneksimedia,"ikoneksi.com Pemerintah Pusat Kucurkan Dana, Ginanjar: 15 di Kota Malang Segera Diperbaiki - Sekolah Rusak",Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Mar 31,@mojokdotco,Mojok.co Tulisan lengkapnya bisa dibaca di sini,Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Mar 31,@sugarnngcandy,"⋆⑅˚₊ Ini semua gegara pemerintah, anakku bakalan pindah atau worst thingnya dia bakalan putus sekolah",Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Mar 31,@PrawakaZ,"Prawaka Zian program Sekolah Rakyat,
satu pesan kuat disampaikan: Tidak boleh ada yang 5.2K Tidak boleh ada anak yang tertinggal",Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Mar 31,@bonss314924,"Jktns_boys Bahasa ini bang, tertinggi, judol tertinggi, sama hamil diluar nikah tertinggi, eh lupa itumah jabar putus sekolah",Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Mar 31,@cryalldaylong,fau setujuu banget. hmm aku mulai concern di isu pendidikan karena melihat banyak anak yang di lingkungan. lalu. mulai tertarik isu perempuan karena banyak bgt perempuan yang gak punya power di sekelilingku. 1.0 putus sekolah 2.0,Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Mar 31,@Harian_Jogja,"Harian Jogja Sempat Viral Rawat Orang Tua, Fendi Kembali ke Kelas Putus Sekolah",Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Mar 30,@aji_marco,"von ya memang. anehnya di sini. guru sd smp di bawah kab kota, guru sma di bawah prov. berkat efisiensi, transfer dana dr pusat ke daerah jd berkurang dan udah ada berita p3k mau dirumahkan. daerah dan dana tp dana dr pempus mlh berkurang. memang lingkaran setan. 1.0 kekurangan guru",Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Mar 30,@detikcom,"detikcom Ahmad Tri Efendi (10), bocah asal Jeruken, Gunungkidul yang karena merawat ibunya yang sakit, akhirnya kembali bersekolah. Bocah yang kerap disapa Fendi ini mulai masuk sekolah lagi hari ini.

Via 6.7K 2.0 putus sekolah 8.0",Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Mar 30,@zuhdirobbani,Zuhdi Robbani Coba itu perbaiki sektor pendidikan. Angka tinggi banget lho. Saking ngerinya lulusan SMA di masyarakat kelas bawah aja dianggep udh bagus banget. putus sekolah 13.0,Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Mar 30,@aji_marco,"von jangankan pelosok, di Bandung aja & kepala sekolah hahaha
di Magelang juga sama, bapak gw sampe rangkap jd ks di 2 sekolah. pusing dah 1.0 kekurangan guru",Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Mar 30,@padangbelulang,"Buck Justru belum dibuka lagi karena kuota guru sangat amat memenuhi, kan pernah dibahas juga sama ferry kalau indonesia gak , kalau untuk di pelosok mungkin ada lain cerita 1.0 kekurangan guru",Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Mar 30,@yungsterrrs,"ardi bahtiar Gw pernah denger, ada murid yang curhat ke guru BK karena masalah keluarga eh malah nyebar kemana mana dan tambah di bully. Akhirnya dia dan kerja serabutan putus sekolah",Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Mar 30,@LazSidogiri,"LAZ Sidogiri Siapa sangka… Santri yang dulu hampir , hari ini justru hafiz 30 juz. Bukan karena hidupnya mudah. Tapi karena ada yang peduli.

Satu bantuan, satu kesempatan, bisa mengubah jalan hidup seseorang. Jika satu bantuan bisa melahirkan hafiz 30 juz, bayangkan berapa putus sekolah",Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
